;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 4/28/2016 2:37:13 PM
;----------------------------------------------

;Address Opcode 	ASM
0x09C0	0x5121      	MOVF        1057, 0, 1
0x09C2	0x0A00      	XORLW       0
0x09C4	0xE0C9      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request126
0x09C6	0x5121      	MOVF        1057, 0, 1
0x09C8	0x0A01      	XORLW       1
0x09CA	0xE0C8      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request127
0x09CC	0x5121      	MOVF        1057, 0, 1
0x09CE	0x0A03      	XORLW       3
0x09D0	0xE0C5      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request128
0x09D2	0x5121      	MOVF        1057, 0, 1
0x09D4	0x0A0A      	XORLW       10
0x09D6	0xE0C4      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request129
0x09D8	0x5121      	MOVF        1057, 0, 1
0x09DA	0x0A0B      	XORLW       11
0x09DC	0xE0D4      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request130
0x09DE	0x5121      	MOVF        1057, 0, 1
0x09E0	0x0A07      	XORLW       7
0x09E2	0xE0DF      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request131
0x09E4	0x5121      	MOVF        1057, 0, 1
0x09E6	0x0A0C      	XORLW       12
0x09E8	0xE0DD      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request132
0x09EA	0xD7DC      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request133
L___Lib_USB_genHID_USB_Check_Std_Request121:
;__Lib_USB_genHID.c,3463 :: 		
L_end_USB_Check_Std_Request:
0x09EC	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Check_Std_Request
__Lib_USB_genHID_USB_CB_Check_Other_Req:
;__Lib_USB_genHID.c,4464 :: 		
;__Lib_USB_genHID.c,4465 :: 		
0x09EE	0x524A      	MOVF        __Lib_USB_genHID__Is_HID, 1 
0x09F0	0xE001      	BZ          L___Lib_USB_genHID_USB_CB_Check_Other_Req229
;__Lib_USB_genHID.c,4466 :: 		
0x09F2	0xDD38      	RCALL       __Lib_USB_genHID_USB_Check_HID_Request
;__Lib_USB_genHID.c,4467 :: 		
L___Lib_USB_genHID_USB_CB_Check_Other_Req229:
;__Lib_USB_genHID.c,4468 :: 		
L_end_USB_CB_Check_Other_Req:
0x09F4	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CB_Check_Other_Req
_USB_Init_Desc:
;USBdsc.c,161 :: 		void USB_Init_Desc(){
;USBdsc.c,162 :: 		USB_config_dsc_ptr[0] = &configDescriptor1;
0x09F6	0x0E0C      	MOVLW       _configDescriptor1
0x09F8	0x0100      	MOVLB       0
0x09FA	0x6F8F      	MOVWF       _USB_config_dsc_ptr, 1
0x09FC	0x0E1E      	MOVLW       hi_addr(_configDescriptor1)
0x09FE	0x6F90      	MOVWF       _USB_config_dsc_ptr+1, 1
0x0A00	0x0E00      	MOVLW       higher_addr(_configDescriptor1)
0x0A02	0x6F91      	MOVWF       _USB_config_dsc_ptr+2, 1
;USBdsc.c,163 :: 		USB_string_dsc_ptr[0] = (const char*)&strd1;
0x0A04	0x0EB2      	MOVLW       _strd1
0x0A06	0x6F9A      	MOVWF       _USB_string_dsc_ptr, 1
0x0A08	0x0E1E      	MOVLW       hi_addr(_strd1)
0x0A0A	0x6F9B      	MOVWF       _USB_string_dsc_ptr+1, 1
0x0A0C	0x0E00      	MOVLW       higher_addr(_strd1)
0x0A0E	0x6F9C      	MOVWF       _USB_string_dsc_ptr+2, 1
;USBdsc.c,164 :: 		USB_string_dsc_ptr[1] = (const char*)&strd2;
0x0A10	0x0EA4      	MOVLW       _strd2
0x0A12	0x6F9D      	MOVWF       _USB_string_dsc_ptr+3, 1
0x0A14	0x0E1E      	MOVLW       hi_addr(_strd2)
0x0A16	0x6F9E      	MOVWF       _USB_string_dsc_ptr+4, 1
0x0A18	0x0E00      	MOVLW       higher_addr(_strd2)
0x0A1A	0x6F9F      	MOVWF       _USB_string_dsc_ptr+5, 1
;USBdsc.c,165 :: 		USB_string_dsc_ptr[2] = (const char*)&strd3;
0x0A1C	0x0E76      	MOVLW       _strd3
0x0A1E	0x6FA0      	MOVWF       _USB_string_dsc_ptr+6, 1
0x0A20	0x0E1E      	MOVLW       hi_addr(_strd3)
0x0A22	0x6FA1      	MOVWF       _USB_string_dsc_ptr+7, 1
0x0A24	0x0E00      	MOVLW       higher_addr(_strd3)
0x0A26	0x6FA2      	MOVWF       _USB_string_dsc_ptr+8, 1
;USBdsc.c,166 :: 		}
L_end_USB_Init_Desc:
0x0A28	0x0012      	RETURN      0
; end of _USB_Init_Desc
__Lib_USB_genHID_USB_CtrlEP_Service_Complete:
;__Lib_USB_genHID.c,3702 :: 		
;__Lib_USB_genHID.c,3708 :: 		
0x0A2A	0x986D      	BCF         PKTDIS_bit, BitPos(PKTDIS_bit+0) 
;__Lib_USB_genHID.c,3710 :: 		
0x0A2C	0x0100      	MOVLB       0
0x0A2E	0xBF71      	BTFSC       __Lib_USB_genHID_inPipes+3, 7, 1
0x0A30	0xD049      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete168
;__Lib_USB_genHID.c,3711 :: 		
0x0A32	0xAE5B      	BTFSS       __Lib_USB_genHID_outPipes+2, 7 
0x0A34	0xD028      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete169
;__Lib_USB_genHID.c,3712 :: 		
0x0A36	0x0E02      	MOVLW       2
0x0A38	0x6E50      	MOVWF       __Lib_USB_genHID_controlTransferState 
;__Lib_USB_genHID.c,3725 :: 		
0x0A3A	0x0E01      	MOVLW       1
0x0A3C	0x256A      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x0A3E	0x6EE1      	MOVWF       FSR1L 
0x0A40	0x0E00      	MOVLW       0
0x0A42	0x216B      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0, 1
0x0A44	0x6EE2      	MOVWF       FSR1H 
0x0A46	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3726 :: 		
0x0A48	0xFFE1C06A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0A4C	0xFFE2C06B  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0A50	0x0EC8      	MOVLW       200
0x0A52	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3731 :: 		
0x0A54	0x0E01      	MOVLW       1
0x0A56	0x2453      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0 
0x0A58	0x6EE1      	MOVWF       FSR1L 
0x0A5A	0x0E00      	MOVLW       0
0x0A5C	0x2054      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0 
0x0A5E	0x6EE2      	MOVWF       FSR1H 
0x0A60	0x0E08      	MOVLW       8
0x0A62	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3732 :: 		
0x0A64	0x0E02      	MOVLW       2
0x0A66	0x2453      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0 
0x0A68	0x6EE1      	MOVWF       FSR1L 
0x0A6A	0x0E00      	MOVLW       0
0x0A6C	0x2054      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0 
0x0A6E	0x6EE2      	MOVWF       FSR1H 
0x0A70	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0A72	0x6EE6      	MOVWF       POSTINC1 
0x0A74	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0A76	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3733 :: 		
0x0A78	0xFFE1C053  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x0A7C	0xFFE2C054  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0A80	0x0EC8      	MOVLW       200
0x0A82	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3734 :: 		
0x0A84	0xD01E      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete170
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete169:
;__Lib_USB_genHID.c,3739 :: 		
0x0A86	0x0E01      	MOVLW       1
0x0A88	0x2453      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0 
0x0A8A	0x6EE1      	MOVWF       FSR1L 
0x0A8C	0x0E00      	MOVLW       0
0x0A8E	0x2054      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0 
0x0A90	0x6EE2      	MOVWF       FSR1H 
0x0A92	0x0E08      	MOVLW       8
0x0A94	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3740 :: 		
0x0A96	0x0E02      	MOVLW       2
0x0A98	0x2453      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0 
0x0A9A	0x6EE1      	MOVWF       FSR1L 
0x0A9C	0x0E00      	MOVLW       0
0x0A9E	0x2054      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0 
0x0AA0	0x6EE2      	MOVWF       FSR1H 
0x0AA2	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x0AA4	0x6EE6      	MOVWF       POSTINC1 
0x0AA6	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x0AA8	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3741 :: 		
0x0AAA	0xFFE1C053  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x0AAE	0xFFE2C054  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0AB2	0x0E8C      	MOVLW       140
0x0AB4	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3742 :: 		
0x0AB6	0xFFE1C06A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0ABA	0xFFE2C06B  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0ABE	0x0E84      	MOVLW       132
0x0AC0	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3743 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete170:
;__Lib_USB_genHID.c,3744 :: 		
0x0AC2	0xD083      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete171
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete168:
;__Lib_USB_genHID.c,3746 :: 		
0x0AC4	0xBE5B      	BTFSC       __Lib_USB_genHID_outPipes+2, 7 
0x0AC6	0xD081      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete172
;__Lib_USB_genHID.c,3747 :: 		
0x0AC8	0x0104      	MOVLB       4
0x0ACA	0xAF20      	BTFSS       __Lib_USB_genHID_SetupPkt, 7, 1
0x0ACC	0xD056      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete173
;__Lib_USB_genHID.c,3748 :: 		
0x0ACE	0x0100      	MOVLB       0
0x0AD0	0x5173      	MOVF        __Lib_USB_genHID_inPipes+5, 0, 1
0x0AD2	0x0104      	MOVLB       4
0x0AD4	0x5D27      	SUBWF       1063, 0, 1
0x0AD6	0xE104      	BNZ         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete312
0x0AD8	0x0100      	MOVLB       0
0x0ADA	0x5172      	MOVF        __Lib_USB_genHID_inPipes+4, 0, 1
0x0ADC	0x0104      	MOVLB       4
0x0ADE	0x5D26      	SUBWF       1062, 0, 1
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete312:
0x0AE0	0xE204      	BC          L___Lib_USB_genHID_USB_CtrlEP_Service_Complete174
;__Lib_USB_genHID.c,3749 :: 		
0x0AE2	0xF072C426  	MOVFF       1062, __Lib_USB_genHID_inPipes+4
0x0AE6	0xF073C427  	MOVFF       1063, __Lib_USB_genHID_inPipes+5
;__Lib_USB_genHID.c,3750 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete174:
;__Lib_USB_genHID.c,3751 :: 		
0x0AEA	0xF001EC06  	CALL        __Lib_USB_genHID_USB_CtrlTrf_Tx_Service, 0
;__Lib_USB_genHID.c,3752 :: 		
0x0AEE	0x0E01      	MOVLW       1
0x0AF0	0x6E50      	MOVWF       __Lib_USB_genHID_controlTransferState 
;__Lib_USB_genHID.c,3775 :: 		
0x0AF2	0x0E01      	MOVLW       1
0x0AF4	0x2453      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0 
0x0AF6	0x6EE1      	MOVWF       FSR1L 
0x0AF8	0x0E00      	MOVLW       0
0x0AFA	0x2054      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0 
0x0AFC	0x6EE2      	MOVWF       FSR1H 
0x0AFE	0x0E08      	MOVLW       8
0x0B00	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3776 :: 		
0x0B02	0x0E02      	MOVLW       2
0x0B04	0x2453      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0 
0x0B06	0x6EE1      	MOVWF       FSR1L 
0x0B08	0x0E00      	MOVLW       0
0x0B0A	0x2054      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0 
0x0B0C	0x6EE2      	MOVWF       FSR1H 
0x0B0E	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x0B10	0x6EE6      	MOVWF       POSTINC1 
0x0B12	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x0B14	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3777 :: 		
0x0B16	0xFFE1C053  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x0B1A	0xFFE2C054  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0B1E	0x0E80      	MOVLW       128
0x0B20	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3778 :: 		
0x0B22	0x6A52      	CLRF        __Lib_USB_genHID_BothEP0OutUOWNsSet 
;__Lib_USB_genHID.c,3781 :: 		
0x0B24	0x0E01      	MOVLW       1
0x0B26	0x2562      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, 0, 1
0x0B28	0x6EE1      	MOVWF       FSR1L 
0x0B2A	0x0E00      	MOVLW       0
0x0B2C	0x2163      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, 0, 1
0x0B2E	0x6EE2      	MOVWF       FSR1H 
0x0B30	0x0E08      	MOVLW       8
0x0B32	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3782 :: 		
0x0B34	0x0E02      	MOVLW       2
0x0B36	0x2562      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, 0, 1
0x0B38	0x6EE1      	MOVWF       FSR1L 
0x0B3A	0x0E00      	MOVLW       0
0x0B3C	0x2163      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, 0, 1
0x0B3E	0x6EE2      	MOVWF       FSR1H 
0x0B40	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x0B42	0x6EE6      	MOVWF       POSTINC1 
0x0B44	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x0B46	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3783 :: 		
0x0B48	0xFFE1C062  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, FSR1L
0x0B4C	0xFFE2C063  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, FSR1H
0x0B50	0x0E84      	MOVLW       132
0x0B52	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3784 :: 		
0x0B54	0x0E01      	MOVLW       1
0x0B56	0x6E52      	MOVWF       __Lib_USB_genHID_BothEP0OutUOWNsSet 
;__Lib_USB_genHID.c,3791 :: 		
0x0B58	0x0E02      	MOVLW       2
0x0B5A	0x256A      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x0B5C	0x6EE1      	MOVWF       FSR1L 
0x0B5E	0x0E00      	MOVLW       0
0x0B60	0x216B      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0, 1
0x0B62	0x6EE2      	MOVWF       FSR1H 
0x0B64	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0B66	0x6EE6      	MOVWF       POSTINC1 
0x0B68	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0B6A	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3792 :: 		
0x0B6C	0xFFE1C06A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0B70	0xFFE2C06B  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0B74	0x0EC8      	MOVLW       200
0x0B76	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3793 :: 		
0x0B78	0xD028      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete175
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete173:
0x0B7A	0x0100      	MOVLB       0
;__Lib_USB_genHID.c,3795 :: 		
0x0B7C	0x0E02      	MOVLW       2
0x0B7E	0x6E50      	MOVWF       __Lib_USB_genHID_controlTransferState 
;__Lib_USB_genHID.c,3805 :: 		
0x0B80	0x0E01      	MOVLW       1
0x0B82	0x256A      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x0B84	0x6EE1      	MOVWF       FSR1L 
0x0B86	0x0E00      	MOVLW       0
0x0B88	0x216B      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0, 1
0x0B8A	0x6EE2      	MOVWF       FSR1H 
0x0B8C	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3806 :: 		
0x0B8E	0xFFE1C06A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0B92	0xFFE2C06B  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0B96	0x0EC8      	MOVLW       200
0x0B98	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3811 :: 		
0x0B9A	0x0E01      	MOVLW       1
0x0B9C	0x2453      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0 
0x0B9E	0x6EE1      	MOVWF       FSR1L 
0x0BA0	0x0E00      	MOVLW       0
0x0BA2	0x2054      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0 
0x0BA4	0x6EE2      	MOVWF       FSR1H 
0x0BA6	0x0E08      	MOVLW       8
0x0BA8	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3812 :: 		
0x0BAA	0x0E02      	MOVLW       2
0x0BAC	0x2453      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0 
0x0BAE	0x6EE1      	MOVWF       FSR1L 
0x0BB0	0x0E00      	MOVLW       0
0x0BB2	0x2054      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0 
0x0BB4	0x6EE2      	MOVWF       FSR1H 
0x0BB6	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0BB8	0x6EE6      	MOVWF       POSTINC1 
0x0BBA	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0BBC	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3813 :: 		
0x0BBE	0xFFE1C053  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x0BC2	0xFFE2C054  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0BC6	0x0EC8      	MOVLW       200
0x0BC8	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3814 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete175:
;__Lib_USB_genHID.c,3815 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete172:
;__Lib_USB_genHID.c,3816 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete171:
;__Lib_USB_genHID.c,3818 :: 		
L_end_USB_CtrlEP_Service_Complete:
0x0BCA	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlEP_Service_Complete
__Lib_USB_genHID_USB_CtrlTrf_Setup_Handler:
;__Lib_USB_genHID.c,3212 :: 		
;__Lib_USB_genHID.c,3222 :: 		
0x0BCC	0xFFE9C06A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR0L
0x0BD0	0xFFEAC06B  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR0H
0x0BD4	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0BD8	0xAE00      	BTFSS       R0, 7 
0x0BDA	0xD005      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Setup_Handler104
;__Lib_USB_genHID.c,3225 :: 		
0x0BDC	0xFFE1C06A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0BE0	0xFFE2C06B  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0BE4	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3226 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Setup_Handler104:
;__Lib_USB_genHID.c,3229 :: 		
0x0BE6	0x6A4F      	CLRF        __Lib_USB_genHID_shortPacketStatus 
;__Lib_USB_genHID.c,3232 :: 		
0x0BE8	0x6A50      	CLRF        __Lib_USB_genHID_controlTransferState 
;__Lib_USB_genHID.c,3234 :: 		
0x0BEA	0x0100      	MOVLB       0
0x0BEC	0x6B72      	CLRF        __Lib_USB_genHID_inPipes+4, 1
0x0BEE	0x6B73      	CLRF        __Lib_USB_genHID_inPipes+5, 1
;__Lib_USB_genHID.c,3235 :: 		
0x0BF0	0x6B71      	CLRF        __Lib_USB_genHID_inPipes+3, 1
;__Lib_USB_genHID.c,3238 :: 		
0x0BF2	0xDE8E      	RCALL       __Lib_USB_genHID_USB_Check_Std_Request
;__Lib_USB_genHID.c,3240 :: 		
0x0BF4	0xDEFC      	RCALL       __Lib_USB_genHID_USB_CB_Check_Other_Req
;__Lib_USB_genHID.c,3243 :: 		
0x0BF6	0xDF19      	RCALL       __Lib_USB_genHID_USB_CtrlEP_Service_Complete
;__Lib_USB_genHID.c,3245 :: 		
L_end_USB_CtrlTrf_Setup_Handler:
0x0BF8	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlTrf_Setup_Handler
_Delay_1us:
;__Lib_Delays.c,7 :: 		void Delay_1us() {
;__Lib_Delays.c,8 :: 		Delay_us(1);
0x0BFA	0x0000      	NOP
;__Lib_Delays.c,9 :: 		}
L_end_Delay_1us:
0x0BFC	0x0012      	RETURN      0
; end of _Delay_1us
__Lib_USB_genHID_USB_CtrlTrf_In_Handler:
;__Lib_USB_genHID.c,3311 :: 		
;__Lib_USB_genHID.c,3319 :: 		
0x0BFE	0x0E04      	MOVLW       4
0x0C00	0x0100      	MOVLB       0
0x0C02	0x196A      	XORWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x0C04	0x6E00      	MOVWF       R0 
0x0C06	0xF06AC000  	MOVFF       R0, __Lib_USB_genHID_BDTEntry_InPtr
;__Lib_USB_genHID.c,3322 :: 		
0x0C0A	0x504E      	MOVF        __Lib_USB_genHID_USBDeviceState, 0 
0x0C0C	0x0A08      	XORLW       8
0x0C0E	0xE10A      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler109
;__Lib_USB_genHID.c,3323 :: 		
0x0C10	0xFF6EC422  	MOVFF       1058, UADDR
;__Lib_USB_genHID.c,3324 :: 		
0x0C14	0x506E      	MOVF        UADDR, 0 
0x0C16	0x0800      	SUBLW       0
0x0C18	0xE203      	BC          L___Lib_USB_genHID_USB_CtrlTrf_In_Handler110
;__Lib_USB_genHID.c,3325 :: 		
0x0C1A	0x0E10      	MOVLW       16
0x0C1C	0x6E4E      	MOVWF       __Lib_USB_genHID_USBDeviceState 
;__Lib_USB_genHID.c,3326 :: 		
0x0C1E	0xD002      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler111
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler110:
;__Lib_USB_genHID.c,3327 :: 		
0x0C20	0x0E04      	MOVLW       4
0x0C22	0x6E4E      	MOVWF       __Lib_USB_genHID_USBDeviceState 
;__Lib_USB_genHID.c,3328 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler111:
;__Lib_USB_genHID.c,3329 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler109:
;__Lib_USB_genHID.c,3332 :: 		
0x0C24	0x5050      	MOVF        __Lib_USB_genHID_controlTransferState, 0 
0x0C26	0x0A01      	XORLW       1
0x0C28	0xE13B      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler112
;__Lib_USB_genHID.c,3333 :: 		
0x0C2A	0x0E02      	MOVLW       2
0x0C2C	0x256A      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x0C2E	0x6EE1      	MOVWF       FSR1L 
0x0C30	0x0E00      	MOVLW       0
0x0C32	0x216B      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0, 1
0x0C34	0x6EE2      	MOVWF       FSR1H 
0x0C36	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0C38	0x6EE6      	MOVWF       POSTINC1 
0x0C3A	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0C3C	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3334 :: 		
0x0C3E	0xF001EC06  	CALL        __Lib_USB_genHID_USB_CtrlTrf_Tx_Service, 0
;__Lib_USB_genHID.c,3337 :: 		
0x0C42	0x504F      	MOVF        __Lib_USB_genHID_shortPacketStatus, 0 
0x0C44	0x0A02      	XORLW       2
0x0C46	0xE107      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler113
;__Lib_USB_genHID.c,3340 :: 		
0x0C48	0xFFE1C06A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0C4C	0xFFE2C06B  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0C50	0x0E84      	MOVLW       132
0x0C52	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3341 :: 		
0x0C54	0xD024      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler114
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler113:
;__Lib_USB_genHID.c,3342 :: 		
0x0C56	0x0E04      	MOVLW       4
0x0C58	0x196A      	XORWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x0C5A	0x6E00      	MOVWF       R0 
0x0C5C	0xF06AC000  	MOVFF       R0, __Lib_USB_genHID_BDTEntry_InPtr
;__Lib_USB_genHID.c,3343 :: 		
0x0C60	0xFFE9C06A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR0L
