;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 1/17/2017 4:46:55 PM
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_USB_genHID.c,3663 :: 		
0x078A	0xD015      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler158
;__Lib_USB_genHID.c,3665 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler157:
0x078C	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x0790	0x0E1F      	MOVLW       31
0x0792	0x1601      	ANDWF       R1, 1 
0x0794	0x5001      	MOVF        R1, 0 
0x0796	0x0A00      	XORLW       0
0x0798	0xE0AF      	BZ          L___Lib_USB_genHID_USB_Get_Status_Handler159
0x079A	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x079E	0x0E1F      	MOVLW       31
0x07A0	0x1601      	ANDWF       R1, 1 
0x07A2	0x5001      	MOVF        R1, 0 
0x07A4	0x0A01      	XORLW       1
0x07A6	0xE0B3      	BZ          L___Lib_USB_genHID_USB_Get_Status_Handler162
0x07A8	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x07AC	0x0E1F      	MOVLW       31
0x07AE	0x1601      	ANDWF       R1, 1 
0x07B0	0x5001      	MOVF        R1, 0 
0x07B2	0x0A02      	XORLW       2
0x07B4	0xE0AF      	BZ          L___Lib_USB_genHID_USB_Get_Status_Handler163
L___Lib_USB_genHID_USB_Get_Status_Handler158:
;__Lib_USB_genHID.c,3667 :: 		
0x07B6	0x0101      	MOVLB       1
0x07B8	0xAF03      	BTFSS       __Lib_USB_genHID_inPipes+3, 7, 1
0x07BA	0xD007      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler167
;__Lib_USB_genHID.c,3668 :: 		
0x07BC	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x07BE	0x6F00      	MOVWF       __Lib_USB_genHID_inPipes, 1
0x07C0	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x07C2	0x6F01      	MOVWF       __Lib_USB_genHID_inPipes+1, 1
;__Lib_USB_genHID.c,3669 :: 		
0x07C4	0x8103      	BSF         __Lib_USB_genHID_inPipes+3, 0, 1
;__Lib_USB_genHID.c,3670 :: 		
0x07C6	0x0E02      	MOVLW       2
0x07C8	0x6F04      	MOVWF       __Lib_USB_genHID_inPipes+4, 1
;__Lib_USB_genHID.c,3671 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler167:
;__Lib_USB_genHID.c,3672 :: 		
L_end_USB_Get_Status_Handler:
0x07CA	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Get_Status_Handler
__Lib_USB_genHID_USB_Set_Cfg_Handler:
;__Lib_USB_genHID.c,3986 :: 		
;__Lib_USB_genHID.c,3990 :: 		
0x07CC	0x0101      	MOVLB       1
0x07CE	0x8F03      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
;__Lib_USB_genHID.c,3994 :: 		
0x07D0	0x6A71      	CLRF        UEP1 
;__Lib_USB_genHID.c,3998 :: 		
0x07D2	0x6B33      	CLRF        __Lib_USB_genHID_USBAlternateInterface, 1
;__Lib_USB_genHID.c,4001 :: 		
0x07D4	0xF0FFC422  	MOVFF       1058, __Lib_USB_genHID_USBActiveConfiguration
;__Lib_USB_genHID.c,4004 :: 		
0x07D8	0x0100      	MOVLB       0
0x07DA	0x51FF      	MOVF        __Lib_USB_genHID_USBActiveConfiguration, 0, 1
0x07DC	0x0A00      	XORLW       0
0x07DE	0xE104      	BNZ         L___Lib_USB_genHID_USB_Set_Cfg_Handler196
;__Lib_USB_genHID.c,4006 :: 		
0x07E0	0x0E10      	MOVLW       16
0x07E2	0x0101      	MOVLB       1
0x07E4	0x6F26      	MOVWF       __Lib_USB_genHID_USBDeviceState, 1
;__Lib_USB_genHID.c,4007 :: 		
0x07E6	0xD004      	BRA         L___Lib_USB_genHID_USB_Set_Cfg_Handler197
L___Lib_USB_genHID_USB_Set_Cfg_Handler196:
0x07E8	0x0101      	MOVLB       1
;__Lib_USB_genHID.c,4009 :: 		
0x07EA	0x0E20      	MOVLW       32
0x07EC	0x6F26      	MOVWF       __Lib_USB_genHID_USBDeviceState, 1
;__Lib_USB_genHID.c,4012 :: 		
0x07EE	0xDC7D      	RCALL       __Lib_USB_genHID_USB_CB_Init_EP
;__Lib_USB_genHID.c,4014 :: 		
L___Lib_USB_genHID_USB_Set_Cfg_Handler197:
;__Lib_USB_genHID.c,4015 :: 		
L_end_USB_Set_Cfg_Handler:
0x07F0	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Set_Cfg_Handler
_USB_Init_Desc:
;USBdsc.c,161 :: 		void USB_Init_Desc(){
;USBdsc.c,162 :: 		USB_config_dsc_ptr[0] = &configDescriptor1;
0x07F2	0x0EEA      	MOVLW       _configDescriptor1
0x07F4	0x0100      	MOVLB       0
0x07F6	0x6F65      	MOVWF       _USB_config_dsc_ptr, 1
0x07F8	0x0E19      	MOVLW       hi_addr(_configDescriptor1)
0x07FA	0x6F66      	MOVWF       _USB_config_dsc_ptr+1, 1
0x07FC	0x0E00      	MOVLW       higher_addr(_configDescriptor1)
0x07FE	0x6F67      	MOVWF       _USB_config_dsc_ptr+2, 1
;USBdsc.c,163 :: 		USB_string_dsc_ptr[0] = (const char*)&strd1;
0x0800	0x0E78      	MOVLW       _strd1
0x0802	0x6F68      	MOVWF       _USB_string_dsc_ptr, 1
0x0804	0x0E1A      	MOVLW       hi_addr(_strd1)
0x0806	0x6F69      	MOVWF       _USB_string_dsc_ptr+1, 1
0x0808	0x0E00      	MOVLW       higher_addr(_strd1)
0x080A	0x6F6A      	MOVWF       _USB_string_dsc_ptr+2, 1
;USBdsc.c,164 :: 		USB_string_dsc_ptr[1] = (const char*)&strd2;
0x080C	0x0E13      	MOVLW       _strd2
0x080E	0x6F6B      	MOVWF       _USB_string_dsc_ptr+3, 1
0x0810	0x0E1A      	MOVLW       hi_addr(_strd2)
0x0812	0x6F6C      	MOVWF       _USB_string_dsc_ptr+4, 1
0x0814	0x0E00      	MOVLW       higher_addr(_strd2)
0x0816	0x6F6D      	MOVWF       _USB_string_dsc_ptr+5, 1
;USBdsc.c,165 :: 		USB_string_dsc_ptr[2] = (const char*)&strd3;
0x0818	0x0E68      	MOVLW       _strd3
0x081A	0x6F6E      	MOVWF       _USB_string_dsc_ptr+6, 1
0x081C	0x0E1A      	MOVLW       hi_addr(_strd3)
0x081E	0x6F6F      	MOVWF       _USB_string_dsc_ptr+7, 1
0x0820	0x0E00      	MOVLW       higher_addr(_strd3)
0x0822	0x6F70      	MOVWF       _USB_string_dsc_ptr+8, 1
;USBdsc.c,166 :: 		}
L_end_USB_Init_Desc:
0x0824	0x0012      	RETURN      0
; end of _USB_Init_Desc
__Lib_USB_genHID_USB_Handle_Busy:
;__Lib_USB_genHID.c,2414 :: 		
;__Lib_USB_genHID.c,2415 :: 		
0x0826	0x0E00      	MOVLW       0
0x0828	0x0101      	MOVLB       1
0x082A	0x1944      	XORWF       FARG___Lib_USB_genHID_USB_Handle_Busy_handle+1, 0, 1
0x082C	0xE102      	BNZ         L___Lib_USB_genHID_USB_Handle_Busy283
0x082E	0x0E00      	MOVLW       0
0x0830	0x1943      	XORWF       FARG___Lib_USB_genHID_USB_Handle_Busy_handle, 0, 1
L___Lib_USB_genHID_USB_Handle_Busy283:
0x0832	0xE102      	BNZ         L___Lib_USB_genHID_USB_Handle_Busy0
0x0834	0x6A01      	CLRF        R1 
0x0836	0xD00A      	BRA         L___Lib_USB_genHID_USB_Handle_Busy1
L___Lib_USB_genHID_USB_Handle_Busy0:
0x0838	0xFFE9C143  	MOVFF       FARG___Lib_USB_genHID_USB_Handle_Busy_handle, FSR0L
0x083C	0xFFEAC144  	MOVFF       FARG___Lib_USB_genHID_USB_Handle_Busy_handle+1, FSR0H
0x0840	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0844	0x0E00      	MOVLW       0
0x0846	0xBE00      	BTFSC       R0, 7 
0x0848	0x0E01      	MOVLW       1
0x084A	0x6E01      	MOVWF       R1 
L___Lib_USB_genHID_USB_Handle_Busy1:
0x084C	0xF000C001  	MOVFF       R1, R0
;__Lib_USB_genHID.c,2416 :: 		
L_end_USB_Handle_Busy:
0x0850	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Handle_Busy
__Lib_USB_genHID_USB_Enable_Interrupts:
;__Lib_USB_genHID.c,2232 :: 		
;__Lib_USB_genHID.c,2233 :: 		
0x0852	0x8ED0      	BSF         IPEN_bit, BitPos(IPEN_bit+0) 
;__Lib_USB_genHID.c,2234 :: 		
0x0854	0x8AA2      	BSF         USBIP_bit, BitPos(USBIP_bit+0) 
;__Lib_USB_genHID.c,2235 :: 		
0x0856	0x8AA0      	BSF         USBIE_bit, BitPos(USBIE_bit+0) 
;__Lib_USB_genHID.c,2236 :: 		
0x0858	0x8EF2      	BSF         GIEH_bit, BitPos(GIEH_bit+0) 
;__Lib_USB_genHID.c,2237 :: 		
L_end_USB_Enable_Interrupts:
0x085A	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Enable_Interrupts
_Lcd_Cmd:
;__Lib_Lcd.c,18 :: 		
;__Lib_Lcd.c,20 :: 		
0x085C	0x0101      	MOVLB       1
0x085E	0xBF43      	BTFSC       FARG_Lcd_Cmd_out_char, 7, 1
0x0860	0xD002      	BRA         L__Lcd_Cmd21
0x0862	0x9080      	BCF         LCD_D7, BitPos(LCD_D7+0) 
0x0864	0xD001      	BRA         L__Lcd_Cmd22
L__Lcd_Cmd21:
0x0866	0x8080      	BSF         LCD_D7, BitPos(LCD_D7+0) 
L__Lcd_Cmd22:
;__Lib_Lcd.c,21 :: 		
0x0868	0xBD43      	BTFSC       FARG_Lcd_Cmd_out_char, 6, 1
0x086A	0xD002      	BRA         L__Lcd_Cmd23
0x086C	0x9280      	BCF         LCD_D6, BitPos(LCD_D6+0) 
0x086E	0xD001      	BRA         L__Lcd_Cmd24
L__Lcd_Cmd23:
0x0870	0x8280      	BSF         LCD_D6, BitPos(LCD_D6+0) 
L__Lcd_Cmd24:
;__Lib_Lcd.c,22 :: 		
0x0872	0xBB43      	BTFSC       FARG_Lcd_Cmd_out_char, 5, 1
0x0874	0xD002      	BRA         L__Lcd_Cmd25
0x0876	0x9480      	BCF         LCD_D5, BitPos(LCD_D5+0) 
0x0878	0xD001      	BRA         L__Lcd_Cmd26
L__Lcd_Cmd25:
0x087A	0x8480      	BSF         LCD_D5, BitPos(LCD_D5+0) 
L__Lcd_Cmd26:
;__Lib_Lcd.c,23 :: 		
0x087C	0xB943      	BTFSC       FARG_Lcd_Cmd_out_char, 4, 1
0x087E	0xD002      	BRA         L__Lcd_Cmd27
0x0880	0x9680      	BCF         LCD_D4, BitPos(LCD_D4+0) 
0x0882	0xD001      	BRA         L__Lcd_Cmd28
L__Lcd_Cmd27:
0x0884	0x8680      	BSF         LCD_D4, BitPos(LCD_D4+0) 
L__Lcd_Cmd28:
;__Lib_Lcd.c,25 :: 		
0x0886	0xB119      	BTFSC       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
0x0888	0xD002      	BRA         L__Lcd_Cmd29
0x088A	0x8A80      	BSF         LCD_RS, BitPos(LCD_RS+0) 
0x088C	0xD001      	BRA         L__Lcd_Cmd30
L__Lcd_Cmd29:
0x088E	0x9A80      	BCF         LCD_RS, BitPos(LCD_RS+0) 
L__Lcd_Cmd30:
;__Lib_Lcd.c,28 :: 		
0x0890	0x8880      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,29 :: 		
0x0892	0xDCB6      	RCALL       _Delay_1us
;__Lib_Lcd.c,30 :: 		
0x0894	0x9880      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,33 :: 		
0x0896	0xB743      	BTFSC       FARG_Lcd_Cmd_out_char, 3, 1
0x0898	0xD002      	BRA         L__Lcd_Cmd31
0x089A	0x9080      	BCF         LCD_D7, BitPos(LCD_D7+0) 
0x089C	0xD001      	BRA         L__Lcd_Cmd32
L__Lcd_Cmd31:
0x089E	0x8080      	BSF         LCD_D7, BitPos(LCD_D7+0) 
L__Lcd_Cmd32:
;__Lib_Lcd.c,34 :: 		
0x08A0	0xB543      	BTFSC       FARG_Lcd_Cmd_out_char, 2, 1
0x08A2	0xD002      	BRA         L__Lcd_Cmd33
0x08A4	0x9280      	BCF         LCD_D6, BitPos(LCD_D6+0) 
0x08A6	0xD001      	BRA         L__Lcd_Cmd34
L__Lcd_Cmd33:
0x08A8	0x8280      	BSF         LCD_D6, BitPos(LCD_D6+0) 
L__Lcd_Cmd34:
;__Lib_Lcd.c,35 :: 		
0x08AA	0xB343      	BTFSC       FARG_Lcd_Cmd_out_char, 1, 1
0x08AC	0xD002      	BRA         L__Lcd_Cmd35
0x08AE	0x9480      	BCF         LCD_D5, BitPos(LCD_D5+0) 
0x08B0	0xD001      	BRA         L__Lcd_Cmd36
L__Lcd_Cmd35:
0x08B2	0x8480      	BSF         LCD_D5, BitPos(LCD_D5+0) 
L__Lcd_Cmd36:
;__Lib_Lcd.c,36 :: 		
0x08B4	0xB143      	BTFSC       FARG_Lcd_Cmd_out_char, 0, 1
0x08B6	0xD002      	BRA         L__Lcd_Cmd37
0x08B8	0x9680      	BCF         LCD_D4, BitPos(LCD_D4+0) 
0x08BA	0xD001      	BRA         L__Lcd_Cmd38
L__Lcd_Cmd37:
0x08BC	0x8680      	BSF         LCD_D4, BitPos(LCD_D4+0) 
L__Lcd_Cmd38:
;__Lib_Lcd.c,38 :: 		
0x08BE	0xB119      	BTFSC       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
0x08C0	0xD002      	BRA         L__Lcd_Cmd39
0x08C2	0x8A80      	BSF         LCD_RS, BitPos(LCD_RS+0) 
0x08C4	0xD001      	BRA         L__Lcd_Cmd40
L__Lcd_Cmd39:
0x08C6	0x9A80      	BCF         LCD_RS, BitPos(LCD_RS+0) 
L__Lcd_Cmd40:
;__Lib_Lcd.c,40 :: 		
0x08C8	0x8880      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,41 :: 		
0x08CA	0xDC9A      	RCALL       _Delay_1us
;__Lib_Lcd.c,42 :: 		
0x08CC	0x9880      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,44 :: 		
0x08CE	0xA119      	BTFSS       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
0x08D0	0xD002      	BRA         L_Lcd_Cmd0
;__Lib_Lcd.c,45 :: 		
0x08D2	0xDD18      	RCALL       _Delay_5500us
0x08D4	0xD001      	BRA         L_Lcd_Cmd1
L_Lcd_Cmd0:
;__Lib_Lcd.c,47 :: 		
0x08D6	0xDD1F      	RCALL       _Delay_50us
L_Lcd_Cmd1:
;__Lib_Lcd.c,48 :: 		
L_end_Lcd_Cmd:
0x08D8	0x0012      	RETURN      0
; end of _Lcd_Cmd
__Lib_USB_genHID_USB_Transfer_Packet:
;__Lib_USB_genHID.c,4158 :: 		
;__Lib_USB_genHID.c,4162 :: 		
0x08DA	0x0101      	MOVLB       1
0x08DC	0x5144      	MOVF        FARG___Lib_USB_genHID_USB_Transfer_Packet_dir, 0, 1
0x08DE	0x0A00      	XORLW       0
0x08E0	0xE012      	BZ          L___Lib_USB_genHID_USB_Transfer_Packet202
;__Lib_USB_genHID.c,4164 :: 		
0x08E2	0xF000C143  	MOVFF       FARG___Lib_USB_genHID_USB_Transfer_Packet_ep, R0
0x08E6	0x0E00      	MOVLW       0
0x08E8	0x6E01      	MOVWF       R1 
0x08EA	0x3600      	RLCF        R0, 1 
0x08EC	0x9000      	BCF         R0, 0 
0x08EE	0x3601      	RLCF        R1, 1 
0x08F0	0x0E29      	MOVLW       __Lib_USB_genHID_BDTEntry_InPtr
0x08F2	0x2400      	ADDWF       R0, 0 
0x08F4	0x6EE9      	MOVWF       FSR0L 
0x08F6	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_InPtr)
0x08F8	0x2001      	ADDWFC      R1, 0 
0x08FA	0x6EEA      	MOVWF       FSR0H 
0x08FC	0xF004CFEE  	MOVFF       POSTINC0, R4
0x0900	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,4165 :: 		
0x0904	0xD011      	BRA         L___Lib_USB_genHID_USB_Transfer_Packet203
L___Lib_USB_genHID_USB_Transfer_Packet202:
;__Lib_USB_genHID.c,4167 :: 		
0x0906	0xF000C143  	MOVFF       FARG___Lib_USB_genHID_USB_Transfer_Packet_ep, R0
0x090A	0x0E00      	MOVLW       0
0x090C	0x6E01      	MOVWF       R1 
0x090E	0x3600      	RLCF        R0, 1 
0x0910	0x9000      	BCF         R0, 0 
0x0912	0x3601      	RLCF        R1, 1 
0x0914	0x0E22      	MOVLW       __Lib_USB_genHID_BDTEntry_OutPtr
0x0916	0x2400      	ADDWF       R0, 0 
0x0918	0x6EE9      	MOVWF       FSR0L 
0x091A	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_OutPtr)
0x091C	0x2001      	ADDWFC      R1, 0 
0x091E	0x6EEA      	MOVWF       FSR0H 
0x0920	0xF004CFEE  	MOVFF       POSTINC0, R4
0x0924	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,4168 :: 		
L___Lib_USB_genHID_USB_Transfer_Packet203:
;__Lib_USB_genHID.c,4180 :: 		
0x0928	0x0E02      	MOVLW       2
0x092A	0x2404      	ADDWF       R4, 0 
0x092C	0x6EE1      	MOVWF       FSR1L 
0x092E	0x0E00      	MOVLW       0
0x0930	0x2005      	ADDWFC      R5, 0 
0x0932	0x6EE2      	MOVWF       FSR1H 
0x0934	0xFFE6C145  	MOVFF       FARG___Lib_USB_genHID_USB_Transfer_Packet_data_, POSTINC1
0x0938	0xFFE6C146  	MOVFF       FARG___Lib_USB_genHID_USB_Transfer_Packet_data_+1, POSTINC1
;__Lib_USB_genHID.c,4181 :: 		
0x093C	0x0E01      	MOVLW       1
0x093E	0x2404      	ADDWF       R4, 0 
0x0940	0x6EE1      	MOVWF       FSR1L 
0x0942	0x0E00      	MOVLW       0
0x0944	0x2005      	ADDWFC      R5, 0 
0x0946	0x6EE2      	MOVWF       FSR1H 
0x0948	0xFFE6C147  	MOVFF       FARG___Lib_USB_genHID_USB_Transfer_Packet_len, POSTINC1
;__Lib_USB_genHID.c,4182 :: 		
0x094C	0xFFE9C004  	MOVFF       R4, FSR0L
0x0950	0xFFEAC005  	MOVFF       R5, FSR0H
0x0954	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0958	0xFFE1C004  	MOVFF       R4, FSR1L
0x095C	0xFFE2C005  	MOVFF       R5, FSR1H
0x0960	0x0E40      	MOVLW       64
0x0962	0x1400      	ANDWF       R0, 0 
0x0964	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,4183 :: 		
0x0966	0xFFE9C004  	MOVFF       R4, FSR0L
0x096A	0xFFEAC005  	MOVFF       R5, FSR0H
0x096E	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0972	0xFFE1C004  	MOVFF       R4, FSR1L
0x0976	0xFFE2C005  	MOVFF       R5, FSR1H
0x097A	0x0E88      	MOVLW       136
0x097C	0x1000      	IORWF       R0, 0 
0x097E	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,4186 :: 		
0x0980	0x5144      	MOVF        FARG___Lib_USB_genHID_USB_Transfer_Packet_dir, 0, 1
0x0982	0x0A00      	XORLW       0
0x0984	0xE01B      	BZ          L___Lib_USB_genHID_USB_Transfer_Packet204
;__Lib_USB_genHID.c,4188 :: 		
0x0986	0xF000C143  	MOVFF       FARG___Lib_USB_genHID_USB_Transfer_Packet_ep, R0
0x098A	0x0E00      	MOVLW       0
0x098C	0x6E01      	MOVWF       R1 
0x098E	0x3600      	RLCF        R0, 1 
0x0990	0x9000      	BCF         R0, 0 
0x0992	0x3601      	RLCF        R1, 1 
0x0994	0x0E29      	MOVLW       __Lib_USB_genHID_BDTEntry_InPtr
0x0996	0x2400      	ADDWF       R0, 0 
0x0998	0x6E02      	MOVWF       R2 
0x099A	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_InPtr)
0x099C	0x2001      	ADDWFC      R1, 0 
0x099E	0x6E03      	MOVWF       R3 
0x09A0	0xFFE9C002  	MOVFF       R2, FSR0L
0x09A4	0xFFEAC003  	MOVFF       R3, FSR0H
0x09A8	0x0E04      	MOVLW       4
0x09AA	0x18EE      	XORWF       POSTINC0, 0 
0x09AC	0x6E00      	MOVWF       R0 
0x09AE	0xFFE1C002  	MOVFF       R2, FSR1L
0x09B2	0xFFE2C003  	MOVFF       R3, FSR1H
0x09B6	0xFFE6C000  	MOVFF       R0, POSTINC1
;__Lib_USB_genHID.c,4189 :: 		
0x09BA	0xD01A      	BRA         L___Lib_USB_genHID_USB_Transfer_Packet205
L___Lib_USB_genHID_USB_Transfer_Packet204:
;__Lib_USB_genHID.c,4191 :: 		
0x09BC	0xF000C143  	MOVFF       FARG___Lib_USB_genHID_USB_Transfer_Packet_ep, R0
0x09C0	0x0E00      	MOVLW       0
0x09C2	0x6E01      	MOVWF       R1 
0x09C4	0x3600      	RLCF        R0, 1 
0x09C6	0x9000      	BCF         R0, 0 
0x09C8	0x3601      	RLCF        R1, 1 
0x09CA	0x0E22      	MOVLW       __Lib_USB_genHID_BDTEntry_OutPtr
0x09CC	0x2400      	ADDWF       R0, 0 
0x09CE	0x6E02      	MOVWF       R2 
0x09D0	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_OutPtr)
0x09D2	0x2001      	ADDWFC      R1, 0 
0x09D4	0x6E03      	MOVWF       R3 
0x09D6	0xFFE9C002  	MOVFF       R2, FSR0L
0x09DA	0xFFEAC003  	MOVFF       R3, FSR0H
0x09DE	0x0E04      	MOVLW       4
0x09E0	0x18EE      	XORWF       POSTINC0, 0 
0x09E2	0x6E00      	MOVWF       R0 
0x09E4	0xFFE1C002  	MOVFF       R2, FSR1L
0x09E8	0xFFE2C003  	MOVFF       R3, FSR1H
0x09EC	0xFFE6C000  	MOVFF       R0, POSTINC1
;__Lib_USB_genHID.c,4192 :: 		
L___Lib_USB_genHID_USB_Transfer_Packet205:
;__Lib_USB_genHID.c,4193 :: 		
0x09F0	0xF000C004  	MOVFF       R4, R0
0x09F4	0xF001C005  	MOVFF       R5, R1
;__Lib_USB_genHID.c,4194 :: 		
L_end_USB_Transfer_Packet:
0x09F8	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Transfer_Packet
__Lib_USB_genHID_USB_Prepare_Next_Setup_Trf:
;__Lib_USB_genHID.c,3375 :: 		
;__Lib_USB_genHID.c,3376 :: 		
0x09FA	0x0100      	MOVLB       0
0x09FC	0x6BB2      	CLRF        __Lib_USB_genHID_controlTransferState, 1
;__Lib_USB_genHID.c,3383 :: 		
0x09FE	0xFFE1C129  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0A02	0xFFE2C12A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0A06	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3387 :: 		
0x0A08	0x0E04      	MOVLW       4
0x0A0A	0x0101      	MOVLB       1
0x0A0C	0x1929      	XORWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x0A0E	0x6EE1      	MOVWF       FSR1L 
0x0A10	0xFFE2C12A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0A14	0x0E00      	MOVLW       0
0x0A16	0x1AE2      	XORWF       FSR1H, 1 
;__Lib_USB_genHID.c,3388 :: 		
0x0A18	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3394 :: 		
0x0A1A	0xAF08      	BTFSS       __Lib_USB_genHID_outPipes+2, 7, 1
0x0A1C	0xD001      	BRA         L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf118
;__Lib_USB_genHID.c,3398 :: 		
0x0A1E	0x9F08      	BCF         __Lib_USB_genHID_outPipes+2, 7, 1
;__Lib_USB_genHID.c,3399 :: 		
L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf118:
;__Lib_USB_genHID.c,3400 :: 		
L_end_USB_Prepare_Next_Setup_Trf:
0x0A20	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Prepare_Next_Setup_Trf
__Lib_USB_genHID_USB_CtrlEP_Service_Complete:
;__Lib_USB_genHID.c,3702 :: 		
;__Lib_USB_genHID.c,3708 :: 		
0x0A22	0x986D      	BCF         PKTDIS_bit, BitPos(PKTDIS_bit+0) 
;__Lib_USB_genHID.c,3710 :: 		
0x0A24	0x0101      	MOVLB       1
0x0A26	0xBF03      	BTFSC       __Lib_USB_genHID_inPipes+3, 7, 1
0x0A28	0xD04B      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete168
;__Lib_USB_genHID.c,3711 :: 		
0x0A2A	0xAF08      	BTFSS       __Lib_USB_genHID_outPipes+2, 7, 1
0x0A2C	0xD02A      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete169
;__Lib_USB_genHID.c,3712 :: 		
0x0A2E	0x0E02      	MOVLW       2
0x0A30	0x0100      	MOVLB       0
0x0A32	0x6FB2      	MOVWF       __Lib_USB_genHID_controlTransferState, 1
;__Lib_USB_genHID.c,3725 :: 		
0x0A34	0x0E01      	MOVLW       1
0x0A36	0x0101      	MOVLB       1
0x0A38	0x2529      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x0A3A	0x6EE1      	MOVWF       FSR1L 
0x0A3C	0x0E00      	MOVLW       0
0x0A3E	0x212A      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0, 1
0x0A40	0x6EE2      	MOVWF       FSR1H 
0x0A42	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3726 :: 		
0x0A44	0xFFE1C129  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0A48	0xFFE2C12A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0A4C	0x0EC8      	MOVLW       200
0x0A4E	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3731 :: 		
0x0A50	0x0E01      	MOVLW       1
0x0A52	0x252D      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0A54	0x6EE1      	MOVWF       FSR1L 
0x0A56	0x0E00      	MOVLW       0
0x0A58	0x212E      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0A5A	0x6EE2      	MOVWF       FSR1H 
0x0A5C	0x0E08      	MOVLW       8
0x0A5E	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3732 :: 		
0x0A60	0x0E02      	MOVLW       2
0x0A62	0x252D      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0A64	0x6EE1      	MOVWF       FSR1L 
0x0A66	0x0E00      	MOVLW       0
0x0A68	0x212E      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0A6A	0x6EE2      	MOVWF       FSR1H 
0x0A6C	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0A6E	0x6EE6      	MOVWF       POSTINC1 
0x0A70	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
