;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 5/16/2016 11:21:33 AM
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_USB_genHID.c,3751 :: 		
0x08EE	0xDDA9      	RCALL       __Lib_USB_genHID_USB_CtrlTrf_Tx_Service
;__Lib_USB_genHID.c,3752 :: 		
0x08F0	0x0E01      	MOVLW       1
0x08F2	0x6F69      	MOVWF       __Lib_USB_genHID_controlTransferState, 1
;__Lib_USB_genHID.c,3775 :: 		
0x08F4	0x0E01      	MOVLW       1
0x08F6	0x256F      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x08F8	0x6EE1      	MOVWF       FSR1L 
0x08FA	0x0E00      	MOVLW       0
0x08FC	0x2170      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x08FE	0x6EE2      	MOVWF       FSR1H 
0x0900	0x0E08      	MOVLW       8
0x0902	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3776 :: 		
0x0904	0x0E02      	MOVLW       2
0x0906	0x256F      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0908	0x6EE1      	MOVWF       FSR1L 
0x090A	0x0E00      	MOVLW       0
0x090C	0x2170      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x090E	0x6EE2      	MOVWF       FSR1H 
0x0910	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x0912	0x6EE6      	MOVWF       POSTINC1 
0x0914	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x0916	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3777 :: 		
0x0918	0xFFE1C16F  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x091C	0xFFE2C170  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0920	0x0E80      	MOVLW       128
0x0922	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3778 :: 		
0x0924	0x6B6A      	CLRF        __Lib_USB_genHID_BothEP0OutUOWNsSet, 1
;__Lib_USB_genHID.c,3781 :: 		
0x0926	0x0E01      	MOVLW       1
0x0928	0x256C      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, 0, 1
0x092A	0x6EE1      	MOVWF       FSR1L 
0x092C	0x0E00      	MOVLW       0
0x092E	0x216D      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, 0, 1
0x0930	0x6EE2      	MOVWF       FSR1H 
0x0932	0x0E08      	MOVLW       8
0x0934	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3782 :: 		
0x0936	0x0E02      	MOVLW       2
0x0938	0x256C      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, 0, 1
0x093A	0x6EE1      	MOVWF       FSR1L 
0x093C	0x0E00      	MOVLW       0
0x093E	0x216D      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, 0, 1
0x0940	0x6EE2      	MOVWF       FSR1H 
0x0942	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x0944	0x6EE6      	MOVWF       POSTINC1 
0x0946	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x0948	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3783 :: 		
0x094A	0xFFE1C16C  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, FSR1L
0x094E	0xFFE2C16D  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, FSR1H
0x0952	0x0E84      	MOVLW       132
0x0954	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3784 :: 		
0x0956	0x0E01      	MOVLW       1
0x0958	0x6F6A      	MOVWF       __Lib_USB_genHID_BothEP0OutUOWNsSet, 1
;__Lib_USB_genHID.c,3791 :: 		
0x095A	0x0E02      	MOVLW       2
0x095C	0x2599      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x095E	0x6EE1      	MOVWF       FSR1L 
0x0960	0x0E00      	MOVLW       0
0x0962	0x219A      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0, 1
0x0964	0x6EE2      	MOVWF       FSR1H 
0x0966	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0968	0x6EE6      	MOVWF       POSTINC1 
0x096A	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x096C	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3792 :: 		
0x096E	0xFFE1C199  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0972	0xFFE2C19A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0976	0x0EC8      	MOVLW       200
0x0978	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3793 :: 		
0x097A	0xD028      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete175
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete173:
0x097C	0x0101      	MOVLB       1
;__Lib_USB_genHID.c,3795 :: 		
0x097E	0x0E02      	MOVLW       2
0x0980	0x6F69      	MOVWF       __Lib_USB_genHID_controlTransferState, 1
;__Lib_USB_genHID.c,3805 :: 		
0x0982	0x0E01      	MOVLW       1
0x0984	0x2599      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x0986	0x6EE1      	MOVWF       FSR1L 
0x0988	0x0E00      	MOVLW       0
0x098A	0x219A      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0, 1
0x098C	0x6EE2      	MOVWF       FSR1H 
0x098E	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3806 :: 		
0x0990	0xFFE1C199  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0994	0xFFE2C19A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0998	0x0EC8      	MOVLW       200
0x099A	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3811 :: 		
0x099C	0x0E01      	MOVLW       1
0x099E	0x256F      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x09A0	0x6EE1      	MOVWF       FSR1L 
0x09A2	0x0E00      	MOVLW       0
0x09A4	0x2170      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x09A6	0x6EE2      	MOVWF       FSR1H 
0x09A8	0x0E08      	MOVLW       8
0x09AA	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3812 :: 		
0x09AC	0x0E02      	MOVLW       2
0x09AE	0x256F      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x09B0	0x6EE1      	MOVWF       FSR1L 
0x09B2	0x0E00      	MOVLW       0
0x09B4	0x2170      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x09B6	0x6EE2      	MOVWF       FSR1H 
0x09B8	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x09BA	0x6EE6      	MOVWF       POSTINC1 
0x09BC	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x09BE	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3813 :: 		
0x09C0	0xFFE1C16F  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x09C4	0xFFE2C170  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x09C8	0x0EC8      	MOVLW       200
0x09CA	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3814 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete175:
;__Lib_USB_genHID.c,3815 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete172:
;__Lib_USB_genHID.c,3816 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete171:
;__Lib_USB_genHID.c,3818 :: 		
L_end_USB_CtrlEP_Service_Complete:
0x09CC	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlEP_Service_Complete
__Lib_USB_genHID_USB_Configure:
;__Lib_USB_genHID.c,2277 :: 		
;__Lib_USB_genHID.c,2278 :: 		
0x09CE	0x0E16      	MOVLW       22
0x09D0	0x6E6F      	MOVWF       UCFG 
;__Lib_USB_genHID.c,2279 :: 		
0x09D2	0x0E9F      	MOVLW       159
0x09D4	0x6E6B      	MOVWF       UEIE 
;__Lib_USB_genHID.c,2280 :: 		
0x09D6	0x0E3B      	MOVLW       59
0x09D8	0x6E69      	MOVWF       UIE 
;__Lib_USB_genHID.c,2281 :: 		
L_end_USB_Configure:
0x09DA	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Configure
__Lib_USB_genHID_USB_CtrlTrf_Rx_Service:
;__Lib_USB_genHID.c,3920 :: 		
;__Lib_USB_genHID.c,3924 :: 		
0x09DC	0x0E01      	MOVLW       1
0x09DE	0x0101      	MOVLB       1
0x09E0	0x256C      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, 0, 1
0x09E2	0x6EE9      	MOVWF       FSR0L 
0x09E4	0x0E00      	MOVLW       0
0x09E6	0x216D      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, 0, 1
0x09E8	0x6EEA      	MOVWF       FSR0H 
0x09EA	0xF000CFEE  	MOVFF       POSTINC0, R0
0x09EE	0xF002C000  	MOVFF       R0, R2
;__Lib_USB_genHID.c,3929 :: 		
0x09F2	0x0E00      	MOVLW       0
0x09F4	0x5D75      	SUBWF       __Lib_USB_genHID_outPipes+4, 0, 1
0x09F6	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service316
0x09F8	0x5002      	MOVF        R2, 0 
0x09FA	0x5D74      	SUBWF       __Lib_USB_genHID_outPipes+3, 0, 1
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service316:
0x09FC	0xE203      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service187
;__Lib_USB_genHID.c,3930 :: 		
0x09FE	0xF002C174  	MOVFF       __Lib_USB_genHID_outPipes+3, R2
;__Lib_USB_genHID.c,3931 :: 		
0x0A02	0xD00A      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service188
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service187:
;__Lib_USB_genHID.c,3932 :: 		
0x0A04	0x5002      	MOVF        R2, 0 
0x0A06	0x5D74      	SUBWF       __Lib_USB_genHID_outPipes+3, 0, 1
0x0A08	0x6E00      	MOVWF       R0 
0x0A0A	0x0E00      	MOVLW       0
0x0A0C	0x5975      	SUBWFB      __Lib_USB_genHID_outPipes+4, 0, 1
0x0A0E	0x6E01      	MOVWF       R1 
0x0A10	0xF174C000  	MOVFF       R0, __Lib_USB_genHID_outPipes+3
0x0A14	0xF175C001  	MOVFF       R1, __Lib_USB_genHID_outPipes+4
;__Lib_USB_genHID.c,3933 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service188:
;__Lib_USB_genHID.c,3935 :: 		
0x0A18	0x6A03      	CLRF        R3 
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service189:
0x0A1A	0x5002      	MOVF        R2, 0 
0x0A1C	0x5C03      	SUBWF       R3, 0 
0x0A1E	0xE21C      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service190
;__Lib_USB_genHID.c,3936 :: 		
0x0A20	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0A22	0x6EE9      	MOVWF       FSR0L 
0x0A24	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0A26	0x6EEA      	MOVWF       FSR0H 
0x0A28	0x5003      	MOVF        R3, 0 
0x0A2A	0x26E9      	ADDWF       FSR0L, 1 
0x0A2C	0xB0D8      	BTFSC       STATUS, 0 
0x0A2E	0x2AEA      	INCF        FSR0H, 1 
0x0A30	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0A34	0xFFE1C171  	MOVFF       __Lib_USB_genHID_outPipes, FSR1L
0x0A38	0xFFE2C172  	MOVFF       __Lib_USB_genHID_outPipes+1, FSR1H
0x0A3C	0xFFE6C000  	MOVFF       R0, POSTINC1
0x0A40	0x0E01      	MOVLW       1
0x0A42	0x2571      	ADDWF       __Lib_USB_genHID_outPipes, 0, 1
0x0A44	0x6E00      	MOVWF       R0 
0x0A46	0x0E00      	MOVLW       0
0x0A48	0x2172      	ADDWFC      __Lib_USB_genHID_outPipes+1, 0, 1
0x0A4A	0x6E01      	MOVWF       R1 
0x0A4C	0xF171C000  	MOVFF       R0, __Lib_USB_genHID_outPipes
0x0A50	0xF172C001  	MOVFF       R1, __Lib_USB_genHID_outPipes+1
;__Lib_USB_genHID.c,3935 :: 		
0x0A54	0x2A03      	INCF        R3, 1 
;__Lib_USB_genHID.c,3937 :: 		
0x0A56	0xD7E1      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service189
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service190:
;__Lib_USB_genHID.c,3940 :: 		
0x0A58	0x0E00      	MOVLW       0
0x0A5A	0x6E00      	MOVWF       R0 
0x0A5C	0x5175      	MOVF        __Lib_USB_genHID_outPipes+4, 0, 1
0x0A5E	0x5C00      	SUBWF       R0, 0 
0x0A60	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service317
0x0A62	0x5174      	MOVF        __Lib_USB_genHID_outPipes+3, 0, 1
0x0A64	0x0800      	SUBLW       0
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service317:
0x0A66	0xE228      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service192
;__Lib_USB_genHID.c,3946 :: 		
0x0A68	0x0E01      	MOVLW       1
0x0A6A	0x256F      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0A6C	0x6EE1      	MOVWF       FSR1L 
0x0A6E	0x0E00      	MOVLW       0
0x0A70	0x2170      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0A72	0x6EE2      	MOVWF       FSR1H 
0x0A74	0x0E08      	MOVLW       8
0x0A76	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3947 :: 		
0x0A78	0x0E02      	MOVLW       2
0x0A7A	0x256F      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0A7C	0x6EE1      	MOVWF       FSR1L 
0x0A7E	0x0E00      	MOVLW       0
0x0A80	0x2170      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0A82	0x6EE2      	MOVWF       FSR1H 
0x0A84	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0A86	0x6EE6      	MOVWF       POSTINC1 
0x0A88	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0A8A	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3948 :: 		
0x0A8C	0xFFE9C16C  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, FSR0L
0x0A90	0xFFEAC16D  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, FSR0H
0x0A94	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0A98	0xBC00      	BTFSC       R0, 6 
0x0A9A	0xD007      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service193
;__Lib_USB_genHID.c,3949 :: 		
0x0A9C	0xFFE1C16F  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x0AA0	0xFFE2C170  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0AA4	0x0EC8      	MOVLW       200
0x0AA6	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3950 :: 		
0x0AA8	0xD006      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service194
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service193:
;__Lib_USB_genHID.c,3951 :: 		
0x0AAA	0xFFE1C16F  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x0AAE	0xFFE2C170  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0AB2	0x0E88      	MOVLW       136
0x0AB4	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3952 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service194:
;__Lib_USB_genHID.c,3953 :: 		
0x0AB6	0xD019      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service195
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service192:
;__Lib_USB_genHID.c,3954 :: 		
0x0AB8	0x0E01      	MOVLW       1
0x0ABA	0x256F      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0ABC	0x6EE1      	MOVWF       FSR1L 
0x0ABE	0x0E00      	MOVLW       0
0x0AC0	0x2170      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0AC2	0x6EE2      	MOVWF       FSR1H 
0x0AC4	0x0E08      	MOVLW       8
0x0AC6	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3955 :: 		
0x0AC8	0x0E02      	MOVLW       2
0x0ACA	0x256F      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0ACC	0x6EE1      	MOVWF       FSR1L 
0x0ACE	0x0E00      	MOVLW       0
0x0AD0	0x2170      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0AD2	0x6EE2      	MOVWF       FSR1H 
0x0AD4	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x0AD6	0x6EE6      	MOVWF       POSTINC1 
0x0AD8	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x0ADA	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3959 :: 		
0x0ADC	0xFFE1C16F  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x0AE0	0xFFE2C170  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0AE4	0x0E84      	MOVLW       132
0x0AE6	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3964 :: 		
0x0AE8	0x9F73      	BCF         __Lib_USB_genHID_outPipes+2, 7, 1
;__Lib_USB_genHID.c,3965 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service195:
;__Lib_USB_genHID.c,3966 :: 		
L_end_USB_CtrlTrf_Rx_Service:
0x0AEA	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlTrf_Rx_Service
__Lib_USB_genHID_USB_Check_Std_Request:
;__Lib_USB_genHID.c,3418 :: 		
;__Lib_USB_genHID.c,3419 :: 		
0x0AEC	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x0AF0	0x0E60      	MOVLW       96
0x0AF2	0x1601      	ANDWF       R1, 1 
0x0AF4	0x0E05      	MOVLW       5
0x0AF6	0x6E00      	MOVWF       R0 
0x0AF8	0x5000      	MOVF        R0, 0 
L___Lib_USB_genHID_USB_Check_Std_Request306:
0x0AFA	0xE004      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request307
0x0AFC	0x3201      	RRCF        R1, 1 
0x0AFE	0x9E01      	BCF         R1, 7 
0x0B00	0x0FFF      	ADDLW       255
0x0B02	0xD7FB      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request306
L___Lib_USB_genHID_USB_Check_Std_Request307:
0x0B04	0x5001      	MOVF        R1, 0 
0x0B06	0x0A00      	XORLW       0
0x0B08	0xE001      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request119
0x0B0A	0xD05F      	BRA         L_end_USB_Check_Std_Request
L___Lib_USB_genHID_USB_Check_Std_Request119:
;__Lib_USB_genHID.c,3421 :: 		
0x0B0C	0xD03B      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request120
;__Lib_USB_genHID.c,3422 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request122:
;__Lib_USB_genHID.c,3423 :: 		
0x0B0E	0x0101      	MOVLB       1
0x0B10	0x8F8D      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
;__Lib_USB_genHID.c,3424 :: 		
0x0B12	0x0E08      	MOVLW       8
0x0B14	0x6F68      	MOVWF       __Lib_USB_genHID_USBDeviceState, 1
;__Lib_USB_genHID.c,3426 :: 		
0x0B16	0xD059      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request121
;__Lib_USB_genHID.c,3427 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request123:
;__Lib_USB_genHID.c,3428 :: 		
0x0B18	0xF001EC06  	CALL        __Lib_USB_genHID_USB_Get_Dsc_Handler, 0
;__Lib_USB_genHID.c,3429 :: 		
0x0B1C	0xD056      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request121
;__Lib_USB_genHID.c,3430 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request124:
;__Lib_USB_genHID.c,3431 :: 		
0x0B1E	0xDD2F      	RCALL       __Lib_USB_genHID_USB_Set_Cfg_Handler
;__Lib_USB_genHID.c,3432 :: 		
0x0B20	0xD054      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request121
;__Lib_USB_genHID.c,3433 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request125:
0x0B22	0x0101      	MOVLB       1
;__Lib_USB_genHID.c,3434 :: 		
0x0B24	0x0E67      	MOVLW       __Lib_USB_genHID_USBActiveConfiguration
0x0B26	0x6F8A      	MOVWF       __Lib_USB_genHID_inPipes, 1
0x0B28	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_USBActiveConfiguration)
0x0B2A	0x6F8B      	MOVWF       __Lib_USB_genHID_inPipes+1, 1
;__Lib_USB_genHID.c,3435 :: 		
0x0B2C	0x818D      	BSF         __Lib_USB_genHID_inPipes+3, 0, 1
;__Lib_USB_genHID.c,3436 :: 		
0x0B2E	0x0E01      	MOVLW       1
0x0B30	0x6F8E      	MOVWF       __Lib_USB_genHID_inPipes+4, 1
;__Lib_USB_genHID.c,3437 :: 		
0x0B32	0x8F8D      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
;__Lib_USB_genHID.c,3438 :: 		
0x0B34	0xD04A      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request121
;__Lib_USB_genHID.c,3439 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request126:
;__Lib_USB_genHID.c,3440 :: 		
0x0B36	0xDD33      	RCALL       __Lib_USB_genHID_USB_Get_Status_Handler
;__Lib_USB_genHID.c,3441 :: 		
0x0B38	0xD048      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request121
;__Lib_USB_genHID.c,3442 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request127:
;__Lib_USB_genHID.c,3443 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request128:
;__Lib_USB_genHID.c,3444 :: 		
0x0B3A	0xDD9F      	RCALL       __Lib_USB_genHID_USB_Std_Feature_Req_Handler
;__Lib_USB_genHID.c,3445 :: 		
0x0B3C	0xD046      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request121
;__Lib_USB_genHID.c,3446 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request129:
;__Lib_USB_genHID.c,3447 :: 		
0x0B3E	0x0E83      	MOVLW       __Lib_USB_genHID_USBAlternateInterface
0x0B40	0x6E00      	MOVWF       R0 
0x0B42	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_USBAlternateInterface)
0x0B44	0x6E01      	MOVWF       R1 
0x0B46	0x0104      	MOVLB       4
0x0B48	0x5124      	MOVF        1060, 0, 1
0x0B4A	0x2600      	ADDWF       R0, 1 
0x0B4C	0xB0D8      	BTFSC       STATUS, 0 
0x0B4E	0x2A01      	INCF        R1, 1 
0x0B50	0xF18AC000  	MOVFF       R0, __Lib_USB_genHID_inPipes
0x0B54	0xF18BC001  	MOVFF       R1, __Lib_USB_genHID_inPipes+1
;__Lib_USB_genHID.c,3448 :: 		
0x0B58	0x0101      	MOVLB       1
0x0B5A	0x818D      	BSF         __Lib_USB_genHID_inPipes+3, 0, 1
;__Lib_USB_genHID.c,3449 :: 		
0x0B5C	0x0E01      	MOVLW       1
0x0B5E	0x6F8E      	MOVWF       __Lib_USB_genHID_inPipes+4, 1
;__Lib_USB_genHID.c,3450 :: 		
0x0B60	0x8F8D      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
;__Lib_USB_genHID.c,3451 :: 		
0x0B62	0xD033      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request121
;__Lib_USB_genHID.c,3452 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request130:
0x0B64	0x0101      	MOVLB       1
;__Lib_USB_genHID.c,3453 :: 		
0x0B66	0x8F8D      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
;__Lib_USB_genHID.c,3454 :: 		
0x0B68	0x0E83      	MOVLW       __Lib_USB_genHID_USBAlternateInterface
0x0B6A	0x6EE1      	MOVWF       FSR1L 
0x0B6C	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_USBAlternateInterface)
0x0B6E	0x6EE2      	MOVWF       FSR1H 
0x0B70	0x0104      	MOVLB       4
0x0B72	0x5124      	MOVF        1060, 0, 1
0x0B74	0x26E1      	ADDWF       FSR1L, 1 
0x0B76	0xB0D8      	BTFSC       STATUS, 0 
0x0B78	0x2AE2      	INCF        FSR1H, 1 
0x0B7A	0xFFE6C422  	MOVFF       1058, POSTINC1
;__Lib_USB_genHID.c,3455 :: 		
0x0B7E	0xD025      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request121
;__Lib_USB_genHID.c,3456 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request131:
;__Lib_USB_genHID.c,3458 :: 		
0x0B80	0xD024      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request121
;__Lib_USB_genHID.c,3459 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request132:
;__Lib_USB_genHID.c,3460 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request133:
;__Lib_USB_genHID.c,3461 :: 		
0x0B82	0xD023      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request121
;__Lib_USB_genHID.c,3462 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request120:
0x0B84	0x0104      	MOVLB       4
0x0B86	0x5121      	MOVF        1057, 0, 1
0x0B88	0x0A05      	XORLW       5
0x0B8A	0xE0C1      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request122
0x0B8C	0x5121      	MOVF        1057, 0, 1
0x0B8E	0x0A06      	XORLW       6
0x0B90	0xE0C3      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request123
0x0B92	0x5121      	MOVF        1057, 0, 1
0x0B94	0x0A09      	XORLW       9
0x0B96	0xE0C3      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request124
